Desc	Family ID	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
null	ORTHOMCL8196	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8197	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8198	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8199	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8200	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8201	1	1	2	1	1	0	1	1	0	1	1
null	ORTHOMCL8202	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8203	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8204	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8205	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8206	2	1	1	1	1	1	1	1	0	0	1
null	ORTHOMCL8207	1	1	1	1	2	1	0	1	1	1	0
null	ORTHOMCL8208	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8209	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8210	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8211	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8212	1	1	1	0	2	1	1	1	0	1	1
null	ORTHOMCL8213	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8214	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8215	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8216	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8217	1	1	0	1	1	1	1	1	1	1	1
null	ORTHOMCL8218	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8219	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8220	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8221	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8222	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8223	1	1	2	1	1	1	0	1	1	1	0
null	ORTHOMCL8224	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8225	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8226	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8227	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8228	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8229	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8230	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8231	1	1	0	1	1	1	1	1	1	1	1
null	ORTHOMCL8232	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8233	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8234	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8235	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8236	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8237	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8238	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8239	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8240	1	1	0	0	1	1	1	1	1	1	2
null	ORTHOMCL8241	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8242	1	1	1	1	1	0	2	1	1	0	1
null	ORTHOMCL8243	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8244	1	1	1	1	2	1	1	1	1	0	0
null	ORTHOMCL8245	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8246	1	1	1	0	1	1	1	1	1	1	1
null	ORTHOMCL8247	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8248	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8249	1	0	2	1	1	1	1	1	1	0	1
null	ORTHOMCL8250	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8251	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8252	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8253	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8254	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8255	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8256	1	1	1	1	0	1	1	1	1	0	2
null	ORTHOMCL8257	1	1	1	1	1	0	1	1	0	2	1
null	ORTHOMCL8258	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8259	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8260	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8261	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8262	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8263	1	1	1	1	1	1	1	2	0	1	0
null	ORTHOMCL8264	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8265	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8266	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8267	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8268	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8269	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8270	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8271	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8272	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8273	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8274	1	1	1	1	2	0	1	0	0	1	2
null	ORTHOMCL8275	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8276	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8277	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8278	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8279	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8280	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8281	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8282	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8283	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8284	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8285	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8286	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8287	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8288	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8289	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8290	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8291	1	1	1	3	1	0	0	0	1	1	1
null	ORTHOMCL8292	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8293	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8294	1	1	1	0	1	1	1	1	1	1	1
null	ORTHOMCL8295	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8296	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8297	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8298	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8299	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8300	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8301	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8302	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8303	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8304	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8305	1	0	1	1	2	1	1	1	0	1	1
null	ORTHOMCL8306	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8307	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8308	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8309	1	1	0	0	1	1	2	1	1	1	1
null	ORTHOMCL8310	1	1	2	1	1	0	1	1	1	0	1
null	ORTHOMCL8311	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8312	1	1	0	1	1	1	1	1	1	1	1
null	ORTHOMCL8313	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8314	1	1	0	1	2	1	1	1	0	1	1
null	ORTHOMCL8315	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8316	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8317	1	1	1	0	1	1	2	1	1	1	0
null	ORTHOMCL8318	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8319	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8320	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8321	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8322	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8323	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8324	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8325	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8326	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8327	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8328	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8329	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8330	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8331	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8332	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8333	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8334	1	1	0	1	1	1	1	1	1	1	1
null	ORTHOMCL8335	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8336	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8337	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8338	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8339	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8340	1	1	0	1	2	1	0	0	2	0	2
null	ORTHOMCL8341	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8342	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8343	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8344	2	1	1	1	0	1	1	1	1	0	1
null	ORTHOMCL8345	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8346	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8347	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8348	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8349	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8350	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8351	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8352	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8353	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8354	1	1	1	1	0	0	1	1	1	1	2
null	ORTHOMCL8355	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8356	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8357	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8358	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8359	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8360	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8361	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8362	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8363	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8364	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8365	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8366	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8367	1	1	1	2	1	1	0	0	1	1	1
null	ORTHOMCL8368	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8369	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8370	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8371	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8372	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8373	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8374	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8375	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8376	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8377	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8378	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8379	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8380	1	1	1	1	1	1	0	0	1	1	2
null	ORTHOMCL8381	1	0	0	1	3	1	0	1	1	1	1
null	ORTHOMCL8382	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8383	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8384	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8385	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8386	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8387	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8388	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8389	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8390	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8391	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8392	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8393	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8394	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8395	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8396	1	1	0	1	0	2	1	1	1	1	1
null	ORTHOMCL8397	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8398	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8399	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8400	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8401	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8402	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8403	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8404	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8405	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8406	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8407	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8408	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8409	1	1	0	1	1	1	1	1	1	1	1
null	ORTHOMCL8410	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8411	1	1	0	1	1	1	1	1	1	1	1
null	ORTHOMCL8412	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8413	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8414	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8415	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8416	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8417	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8418	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8419	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8420	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8421	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8422	1	1	0	1	1	1	1	1	1	1	1
null	ORTHOMCL8423	1	0	2	1	1	0	1	1	1	1	1
null	ORTHOMCL8424	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8425	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8426	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8427	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8428	1	1	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8429	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8430	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8431	1	1	1	1	0	1	0	1	1	2	1
null	ORTHOMCL8432	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8433	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8434	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8435	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8436	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8437	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8438	1	1	0	0	2	1	1	1	1	1	1
null	ORTHOMCL8439	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8440	1	1	1	2	3	0	1	1	0	0	0
null	ORTHOMCL8441	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8442	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8443	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8444	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8445	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8446	1	1	1	1	0	0	1	1	1	1	2
null	ORTHOMCL8447	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8448	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8449	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8450	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8451	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8452	1	1	1	1	1	0	1	2	1	0	1
null	ORTHOMCL8453	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8454	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8455	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8456	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8457	1	1	0	1	1	1	1	1	1	1	1
null	ORTHOMCL8458	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8459	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8460	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8461	1	1	1	0	1	1	1	1	1	1	1
null	ORTHOMCL8462	1	1	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8463	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8464	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8465	1	1	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8466	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8467	1	1	1	1	1	1	0	0	1	1	2
null	ORTHOMCL8468	1	0	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8469	1	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8470	1	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8471	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8472	1	1	1	1	1	1	0	0	1	1	2
null	ORTHOMCL8473	1	1	1	0	1	1	1	1	1	1	1
null	ORTHOMCL8474	1	1	0	1	1	1	1	1	1	1	1
null	ORTHOMCL8475	1	1	1	1	1	1	1	0	2	0	1
null	ORTHOMCL8476	1	1	1	0	2	1	1	1	0	1	1
null	ORTHOMCL8477	1	1	1	1	1	1	1	0	1	1	1
null	ORTHOMCL8478	1	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8479	1	1	0	0	1	1	1	1	2	1	1
null	ORTHOMCL8480	0	1	1	1	1	0	2	0	1	1	2
null	ORTHOMCL8481	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8482	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8483	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8484	0	1	1	1	2	1	1	1	1	0	1
null	ORTHOMCL8485	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8486	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8487	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8488	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8489	0	1	0	3	1	1	0	2	1	1	0
null	ORTHOMCL8490	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8491	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8492	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8493	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8494	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8495	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8496	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8497	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8498	0	1	1	1	0	1	1	1	2	1	1
null	ORTHOMCL8499	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8500	0	1	1	2	3	0	1	0	1	1	0
null	ORTHOMCL8501	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8502	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8503	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8504	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8505	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8506	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8507	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8508	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8509	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8510	0	1	0	0	3	1	1	1	1	1	1
null	ORTHOMCL8511	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8512	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8513	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8514	0	1	2	1	1	1	1	1	1	0	1
null	ORTHOMCL8515	0	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL8516	0	1	1	2	1	1	1	1	1	0	1
null	ORTHOMCL8517	0	0	5	5	0	0	0	0	0	0	0
null	ORTHOMCL8518	0	0	1	1	2	1	1	1	1	1	1
null	ORTHOMCL8519	0	0	1	1	3	0	2	1	0	1	1
null	ORTHOMCL8520	0	0	1	1	2	1	1	1	1	1	1
null	ORTHOMCL8521	0	0	1	1	1	1	1	1	1	1	2
null	ORTHOMCL8522	0	0	1	1	1	1	1	1	1	2	1
null	ORTHOMCL8523	0	0	3	4	0	0	1	1	1	0	0
null	ORTHOMCL8524	0	0	1	0	1	1	3	0	4	0	0
null	ORTHOMCL8525	0	0	1	1	4	0	0	1	1	1	1
null	ORTHOMCL8526	0	0	2	2	1	1	0	1	1	1	1
null	ORTHOMCL8527	0	0	2	1	1	1	1	1	1	1	1
null	ORTHOMCL8528	0	0	1	2	1	1	1	1	1	1	1
null	ORTHOMCL8529	0	0	0	1	0	7	0	1	0	0	1
null	ORTHOMCL8530	0	0	0	0	1	4	4	0	0	0	1
null	ORTHOMCL8531	0	0	0	0	0	2	2	2	1	2	1
null	ORTHOMCL8532	0	0	0	0	0	1	0	0	8	1	0
null	ORTHOMCL8533	0	0	0	0	0	0	0	0	9	0	1
null	ORTHOMCL8534	0	0	0	0	0	0	0	0	1	0	9
null	ORTHOMCL8535	0	0	0	0	0	0	0	0	0	10	0
null	ORTHOMCL8536	0	0	0	0	0	0	0	0	0	10	0
null	ORTHOMCL8537	0	0	0	0	0	0	0	0	0	10	0
null	ORTHOMCL8538	1	1	1	1	1	1	0	0	1	1	1
null	ORTHOMCL8539	1	1	1	1	1	1	1	0	0	1	1
null	ORTHOMCL8540	1	1	1	1	0	1	1	1	1	1	0
null	ORTHOMCL8541	1	1	1	1	1	1	1	1	0	0	1
null	ORTHOMCL8542	1	0	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8543	1	0	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8544	4	5	0	0	0	0	0	0	0	0	0
null	ORTHOMCL8545	1	0	1	1	1	1	1	1	0	1	1
null	ORTHOMCL8546	1	1	1	1	1	0	1	1	0	1	1
null	ORTHOMCL8547	1	1	1	1	1	1	0	1	0	1	1
null	ORTHOMCL8548	1	0	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8549	1	1	1	1	1	0	2	1	1	0	0
null	ORTHOMCL8550	1	1	0	0	1	1	1	1	1	1	1
null	ORTHOMCL8551	1	1	0	0	1	1	1	0	1	0	3
null	ORTHOMCL8552	1	0	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8553	1	0	1	1	1	1	0	1	1	1	1
null	ORTHOMCL8554	1	1	0	0	1	1	1	1	1	1	1
null	ORTHOMCL8555	1	0	1	1	1	0	1	1	1	1	1
null	ORTHOMCL8556	9	0	0	0	0	0	0	0	0	0	0
null	ORTHOMCL8557	1	1	0	0	2	1	0	1	1	1	1
null	ORTHOMCL8558	1	0	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8559	1	1	1	1	1	1	0	1	0	1	1
null	ORTHOMCL8560	3	2	1	1	0	0	2	0	0	0	0
null	ORTHOMCL8561	1	1	1	1	0	1	1	1	0	1	1
null	ORTHOMCL8562	1	1	1	1	1	1	0	1	0	1	1
null	ORTHOMCL8563	1	1	1	1	1	1	1	1	0	0	1
null	ORTHOMCL8564	1	0	1	1	1	1	0	0	1	1	2
null	ORTHOMCL8565	1	1	1	1	1	0	1	1	0	1	1
null	ORTHOMCL8566	1	1	1	1	1	0	0	1	1	1	1
null	ORTHOMCL8567	1	1	1	1	0	1	1	0	1	1	1
null	ORTHOMCL8568	1	1	1	1	0	1	1	1	0	1	1
null	ORTHOMCL8569	1	1	1	1	0	1	2	1	0	0	1
null	ORTHOMCL8570	1	0	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8571	1	1	1	1	1	1	1	1	0	0	1
null	ORTHOMCL8572	1	1	1	1	1	0	1	1	1	1	0
null	ORTHOMCL8573	1	1	0	1	1	1	1	1	1	1	0
null	ORTHOMCL8574	1	1	1	1	1	1	1	1	0	0	1
null	ORTHOMCL8575	1	1	1	1	1	0	1	1	0	1	1
null	ORTHOMCL8576	1	0	1	1	1	1	1	1	1	1	0
null	ORTHOMCL8577	1	1	1	0	0	1	1	1	1	1	1
null	ORTHOMCL8578	1	0	1	1	1	1	1	1	1	0	1
null	ORTHOMCL8579	1	1	1	1	1	1	1	0	1	1	0
null	ORTHOMCL8580	1	1	1	1	1	1	1	1	1	0	0
null	ORTHOMCL8581	1	1	1	2	0	0	0	1	1	1	1
null	ORTHOMCL8582	1	1	1	1	1	1	1	1	1	0	0
null	ORTHOMCL8583	1	0	1	1	0	1	1	1	1	1	1
null	ORTHOMCL8584	1	1	1	1	1	1	0	1	0	1	1
null	ORTHOMCL8585	3	1	0	1	1	0	1	1	0	0	1
null	ORTHOMCL8586	1	1	1	1	1	1	1	0	0	1	1
null	ORTHOMCL8587	1	1	2	1	1	0	1	1	0	1	0
null	ORTHOMCL8588	1	1	1	0	1	1	0	2	0	0	2
null	ORTHOMCL8589	1	1	1	1	1	1	0	0	1	1	1
null	ORTHOMCL8590	1	1	1	1	1	0	1	0	1	1	1
null	ORTHOMCL8591	1	1	1	1	1	0	1	0	1	1	1
null	ORTHOMCL8592	3	1	1	1	0	0	1	0	1	1	0
null	ORTHOMCL8593	1	1	1	1	1	1	1	1	0	0	1
