Desc	Family ID	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
null	ORTHOMCL1504	1	1	2	3	1	1	1	1	1	2	1
null	ORTHOMCL1505	1	1	1	1	2	2	1	2	1	1	2
null	ORTHOMCL1506	2	1	2	2	1	1	1	2	1	1	1
null	ORTHOMCL1507	1	1	1	1	1	1	1	2	2	2	2
null	ORTHOMCL1508	1	1	2	2	2	1	1	1	1	1	2
null	ORTHOMCL1509	1	1	1	2	2	1	1	3	1	1	1
null	ORTHOMCL1510	2	1	1	1	1	1	1	1	2	2	2
null	ORTHOMCL1511	3	1	1	1	2	2	0	1	1	1	2
null	ORTHOMCL1512	2	1	1	1	2	1	1	1	1	1	3
null	ORTHOMCL1513	1	1	2	4	1	1	1	1	1	1	1
null	ORTHOMCL1514	1	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL1515	1	1	2	1	2	2	2	1	1	1	1
null	ORTHOMCL1516	1	2	1	0	7	0	1	1	0	1	1
null	ORTHOMCL1517	2	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL1518	1	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL1519	1	1	2	2	1	1	1	2	1	1	2
null	ORTHOMCL1520	2	2	1	1	1	2	1	1	2	1	1
null	ORTHOMCL1521	1	1	1	1	2	1	1	1	1	1	4
null	ORTHOMCL1522	1	1	4	1	1	1	1	1	2	1	1
null	ORTHOMCL1523	1	1	2	2	1	1	2	1	1	1	2
null	ORTHOMCL1524	1	1	2	1	3	1	1	1	1	1	2
null	ORTHOMCL1525	1	1	3	4	1	1	1	1	0	1	1
null	ORTHOMCL1526	1	1	1	2	4	1	1	1	1	1	1
null	ORTHOMCL1527	1	1	2	1	1	1	1	1	2	2	2
null	ORTHOMCL1528	2	2	1	2	2	2	1	1	1	0	1
null	ORTHOMCL1529	2	1	2	2	1	1	1	1	2	1	1
null	ORTHOMCL1530	2	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL1531	1	0	4	0	2	1	1	2	1	1	2
null	ORTHOMCL1532	2	1	3	1	1	1	2	1	1	1	1
null	ORTHOMCL1533	1	1	1	1	4	1	2	1	1	1	1
null	ORTHOMCL1534	1	1	1	1	1	1	1	1	1	1	5
null	ORTHOMCL1535	2	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL1536	1	1	3	2	1	1	2	1	1	1	1
null	ORTHOMCL1537	2	1	1	2	2	1	1	1	1	1	2
null	ORTHOMCL1538	1	0	3	2	0	0	2	2	1	3	1
null	ORTHOMCL1539	1	1	2	3	2	1	1	1	1	1	1
null	ORTHOMCL1540	1	1	2	1	1	1	1	1	2	2	2
null	ORTHOMCL1541	1	1	2	4	1	1	1	1	1	1	1
null	ORTHOMCL1542	1	1	1	1	1	1	1	1	1	1	5
null	ORTHOMCL1543	1	1	2	2	1	2	1	1	2	1	1
null	ORTHOMCL1544	1	1	1	1	1	1	4	1	1	1	2
null	ORTHOMCL1545	1	1	2	2	2	1	1	1	1	1	2
null	ORTHOMCL1546	1	1	2	2	1	1	0	1	1	1	4
null	ORTHOMCL1547	1	1	3	2	1	1	2	1	1	1	1
null	ORTHOMCL1548	1	1	2	3	3	1	1	1	0	1	1
null	ORTHOMCL1549	1	1	1	2	1	1	1	2	3	1	1
null	ORTHOMCL1550	1	1	1	1	1	1	5	1	1	1	1
null	ORTHOMCL1551	1	1	1	4	1	1	2	1	1	1	1
null	ORTHOMCL1552	1	1	1	1	3	1	1	1	1	1	3
null	ORTHOMCL1553	2	1	1	1	2	2	1	1	1	1	2
null	ORTHOMCL1554	1	1	2	2	3	1	1	1	1	1	1
null	ORTHOMCL1555	1	1	2	1	2	1	2	1	1	1	2
null	ORTHOMCL1556	1	1	2	3	2	1	1	1	1	1	1
null	ORTHOMCL1557	1	1	1	2	2	1	2	1	1	1	2
null	ORTHOMCL1558	1	1	1	1	2	3	1	1	1	1	2
null	ORTHOMCL1559	1	1	1	2	2	1	1	1	2	1	2
null	ORTHOMCL1560	2	1	2	2	1	1	2	1	1	1	1
null	ORTHOMCL1561	3	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL1562	2	1	2	1	2	1	1	1	1	1	2
null	ORTHOMCL1563	1	1	1	1	1	1	5	1	1	1	1
null	ORTHOMCL1564	1	1	2	3	2	1	1	1	2	1	0
null	ORTHOMCL1565	2	1	1	2	1	1	3	1	1	1	1
null	ORTHOMCL1566	1	1	1	2	3	1	1	1	1	1	2
null	ORTHOMCL1567	1	1	2	2	3	1	1	1	1	1	1
null	ORTHOMCL1568	1	1	1	1	2	2	2	1	1	1	2
null	ORTHOMCL1569	1	1	1	2	4	1	0	1	1	1	2
null	ORTHOMCL1570	1	1	2	2	1	1	2	1	1	1	2
null	ORTHOMCL1571	1	1	2	2	1	3	1	1	1	1	1
null	ORTHOMCL1572	1	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL1573	1	1	1	1	1	2	1	1	2	3	1
null	ORTHOMCL1574	1	1	1	1	2	1	1	2	2	2	1
null	ORTHOMCL1575	4	1	3	1	1	1	1	1	1	1	0
null	ORTHOMCL1576	1	1	2	2	1	2	2	1	1	1	1
null	ORTHOMCL1577	1	1	2	1	1	2	2	1	1	2	1
null	ORTHOMCL1578	1	1	1	1	2	1	2	1	1	1	3
null	ORTHOMCL1579	2	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL1580	1	1	1	1	2	1	1	1	1	1	4
null	ORTHOMCL1581	2	1	2	2	1	2	1	1	1	1	1
null	ORTHOMCL1582	1	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL1583	1	1	1	1	1	1	1	1	1	1	5
null	ORTHOMCL1584	1	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL1585	2	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL1586	1	1	1	1	5	1	1	1	1	1	1
null	ORTHOMCL1587	1	1	1	1	5	1	1	1	1	1	1
null	ORTHOMCL1588	2	1	1	2	3	1	1	1	1	1	1
null	ORTHOMCL1589	1	1	1	1	1	1	2	1	1	1	4
null	ORTHOMCL1590	1	1	3	3	2	0	1	1	1	1	1
null	ORTHOMCL1591	1	1	1	1	5	1	1	1	1	1	1
null	ORTHOMCL1592	1	2	1	2	1	2	2	2	0	1	1
null	ORTHOMCL1593	1	1	1	3	1	1	0	4	1	1	1
null	ORTHOMCL1594	2	1	1	1	1	1	1	1	2	3	1
null	ORTHOMCL1595	1	1	4	1	2	1	1	1	1	1	1
null	ORTHOMCL1596	1	1	2	1	1	1	2	2	2	1	1
null	ORTHOMCL1597	1	1	2	2	1	1	2	1	1	1	2
null	ORTHOMCL1598	1	1	1	2	3	1	2	1	1	1	1
null	ORTHOMCL1599	1	1	1	2	1	1	3	1	1	1	2
null	ORTHOMCL1600	2	1	1	2	1	2	1	2	1	1	1
null	ORTHOMCL1601	1	1	1	1	1	1	2	2	2	2	1
null	ORTHOMCL1602	1	1	2	3	2	1	1	1	1	1	1
null	ORTHOMCL1603	1	1	2	1	1	1	2	1	1	1	3
null	ORTHOMCL1604	1	1	1	2	1	1	1	1	2	1	3
null	ORTHOMCL1605	1	1	2	1	3	1	2	1	1	1	1
null	ORTHOMCL1606	2	1	2	1	2	1	1	1	1	2	1
null	ORTHOMCL1607	1	1	1	2	1	1	3	2	1	1	1
null	ORTHOMCL1608	1	1	3	1	1	1	1	1	1	3	1
null	ORTHOMCL1609	1	1	1	3	3	1	1	1	1	1	1
null	ORTHOMCL1610	1	1	1	1	1	1	2	1	2	2	2
null	ORTHOMCL1611	1	1	3	2	2	1	1	1	1	1	1
null	ORTHOMCL1612	1	1	2	2	1	2	2	1	1	1	1
null	ORTHOMCL1613	1	1	3	1	2	1	1	1	2	1	1
null	ORTHOMCL1614	1	1	2	2	1	1	1	2	1	1	2
null	ORTHOMCL1615	1	1	2	2	1	1	2	2	1	1	1
null	ORTHOMCL1616	1	1	1	0	2	1	1	1	1	1	5
null	ORTHOMCL1617	2	1	3	2	1	1	1	1	1	1	1
null	ORTHOMCL1618	1	1	1	1	3	1	1	1	1	1	3
null	ORTHOMCL1619	1	1	2	2	2	1	1	1	1	1	2
null	ORTHOMCL1620	1	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL1621	1	1	1	2	1	1	2	1	1	1	3
null	ORTHOMCL1622	1	1	2	2	1	1	1	2	1	1	2
null	ORTHOMCL1623	1	1	1	1	2	1	1	1	1	1	4
null	ORTHOMCL1624	1	1	4	2	1	1	1	1	1	1	1
null	ORTHOMCL1625	1	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL1626	1	1	3	1	1	1	3	1	1	1	1
null	ORTHOMCL1627	1	1	1	1	3	2	1	1	1	1	2
null	ORTHOMCL1628	2	1	3	1	2	1	1	1	1	1	1
null	ORTHOMCL1629	1	0	4	2	1	1	1	1	1	1	2
null	ORTHOMCL1630	1	1	2	1	3	1	1	2	1	1	1
null	ORTHOMCL1631	2	1	1	1	2	1	1	2	1	1	2
null	ORTHOMCL1632	1	1	1	1	1	1	4	1	1	1	2
null	ORTHOMCL1633	1	1	1	1	1	1	1	2	1	1	4
null	ORTHOMCL1634	1	1	2	2	0	1	1	1	1	1	4
null	ORTHOMCL1635	1	1	5	1	1	1	1	1	1	1	1
null	ORTHOMCL1636	1	1	2	1	2	1	1	1	2	2	1
null	ORTHOMCL1637	1	1	2	2	1	1	3	1	1	1	1
null	ORTHOMCL1638	1	1	2	1	2	1	1	1	2	1	2
null	ORTHOMCL1639	1	1	2	2	2	1	1	1	1	1	2
null	ORTHOMCL1640	1	1	5	1	1	1	1	1	1	1	1
null	ORTHOMCL1641	1	1	2	2	1	1	1	1	1	1	3
null	ORTHOMCL1642	1	1	1	1	1	1	1	2	1	1	4
null	ORTHOMCL1643	1	1	1	1	2	1	2	1	1	1	3
null	ORTHOMCL1644	1	1	2	3	1	1	1	1	1	1	2
null	ORTHOMCL1645	1	1	1	5	1	1	1	1	1	1	1
null	ORTHOMCL1646	2	1	1	2	2	1	2	1	1	0	2
null	ORTHOMCL1647	1	1	1	2	1	3	1	1	1	1	2
null	ORTHOMCL1648	1	1	1	4	2	1	1	1	1	1	1
null	ORTHOMCL1649	1	1	3	2	1	1	1	1	1	1	2
null	ORTHOMCL1650	1	1	1	1	2	1	1	1	1	1	4
null	ORTHOMCL1651	1	1	1	1	1	1	1	3	1	1	3
null	ORTHOMCL1652	1	1	2	2	2	1	2	1	1	1	1
null	ORTHOMCL1653	1	1	2	2	1	1	1	1	1	1	3
null	ORTHOMCL1654	1	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL1655	1	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL1656	1	1	2	1	1	2	1	2	2	1	1
null	ORTHOMCL1657	1	1	2	2	1	1	1	1	1	1	3
null	ORTHOMCL1658	1	1	1	1	5	1	1	1	1	1	1
null	ORTHOMCL1659	2	1	2	1	1	1	1	1	1	2	2
null	ORTHOMCL1660	3	1	1	1	1	1	1	1	1	1	3
null	ORTHOMCL1661	1	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL1662	1	1	2	2	2	1	2	1	1	1	1
null	ORTHOMCL1663	1	1	1	1	5	1	1	1	1	1	1
null	ORTHOMCL1664	2	1	3	2	1	1	1	1	1	1	1
null	ORTHOMCL1665	1	1	2	1	3	1	2	1	1	1	1
null	ORTHOMCL1666	1	1	2	3	1	1	1	1	1	1	2
null	ORTHOMCL1667	1	1	2	2	1	1	1	2	1	1	2
null	ORTHOMCL1668	1	1	1	1	1	1	2	1	1	1	4
null	ORTHOMCL1669	1	1	1	1	1	1	1	2	1	1	4
null	ORTHOMCL1670	1	1	2	2	2	1	1	1	1	1	2
null	ORTHOMCL1671	1	1	1	2	4	1	1	1	1	1	1
null	ORTHOMCL1672	1	1	2	1	0	1	1	1	1	0	6
null	ORTHOMCL1673	1	1	1	1	1	1	4	2	1	1	1
null	ORTHOMCL1674	1	1	2	1	1	3	2	1	1	1	1
null	ORTHOMCL1675	1	1	4	2	1	1	1	1	1	1	1
null	ORTHOMCL1676	1	1	1	1	1	1	3	1	1	1	3
null	ORTHOMCL1677	1	1	4	1	1	1	1	2	1	1	1
null	ORTHOMCL1678	1	1	1	5	1	1	1	1	1	1	1
null	ORTHOMCL1679	1	1	1	1	2	2	0	2	1	1	3
null	ORTHOMCL1680	1	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL1681	1	1	3	2	1	1	1	2	1	1	1
null	ORTHOMCL1682	1	1	1	1	2	2	2	2	1	1	1
null	ORTHOMCL1683	1	1	1	1	1	2	4	1	1	1	1
null	ORTHOMCL1684	2	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL1685	1	1	2	3	1	1	1	1	1	1	2
null	ORTHOMCL1686	1	1	1	1	4	1	1	1	1	2	1
null	ORTHOMCL1687	1	1	1	4	2	1	1	1	1	1	1
null	ORTHOMCL1688	2	1	1	3	1	1	1	1	1	1	2
null	ORTHOMCL1689	1	1	2	3	1	1	1	2	1	1	1
null	ORTHOMCL1690	1	1	2	2	2	1	1	1	1	1	2
null	ORTHOMCL1691	1	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL1692	1	1	1	1	2	3	1	1	1	1	2
null	ORTHOMCL1693	1	1	1	5	1	1	1	1	1	1	1
null	ORTHOMCL1694	1	1	3	1	3	1	1	1	1	1	1
null	ORTHOMCL1695	1	1	2	2	1	1	1	1	2	2	1
null	ORTHOMCL1696	1	1	1	1	4	1	3	1	1	0	1
null	ORTHOMCL1697	1	1	1	1	3	1	2	1	1	1	2
null	ORTHOMCL1698	1	1	3	2	2	1	1	1	1	1	1
null	ORTHOMCL1699	1	1	1	1	3	1	2	1	2	1	1
null	ORTHOMCL1700	1	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL1701	1	1	1	1	1	1	1	1	2	2	3
null	ORTHOMCL1702	1	1	3	2	1	1	1	1	1	2	1
null	ORTHOMCL1703	1	1	1	1	1	1	2	2	2	2	1
null	ORTHOMCL1704	1	1	1	1	3	2	0	2	1	1	2
null	ORTHOMCL1705	1	1	1	1	5	1	1	1	1	1	1
null	ORTHOMCL1706	1	1	2	1	2	3	1	1	1	1	1
null	ORTHOMCL1707	1	1	2	2	2	1	1	1	1	1	2
null	ORTHOMCL1708	1	1	1	2	4	1	1	1	1	1	1
null	ORTHOMCL1709	1	1	2	2	1	1	1	1	1	1	3
null	ORTHOMCL1710	1	1	1	3	2	1	2	1	1	1	1
null	ORTHOMCL1711	1	1	1	2	1	2	2	1	1	1	2
null	ORTHOMCL1712	1	1	1	5	1	1	1	1	1	1	1
null	ORTHOMCL1713	1	1	3	1	2	2	1	1	1	1	1
null	ORTHOMCL1714	1	1	1	1	5	1	1	1	1	1	1
null	ORTHOMCL1715	1	1	1	1	1	3	1	2	1	1	2
null	ORTHOMCL1716	1	1	1	1	0	1	4	1	2	2	1
null	ORTHOMCL1717	1	1	1	2	1	1	1	1	1	1	4
null	ORTHOMCL1718	1	1	2	2	2	1	1	1	1	1	2
null	ORTHOMCL1719	1	1	2	2	1	1	2	1	1	1	2
null	ORTHOMCL1720	1	1	1	1	1	1	1	1	1	1	5
null	ORTHOMCL1721	0	0	1	0	0	0	1	2	2	1	8
null	ORTHOMCL1722	0	0	1	1	1	1	6	3	0	1	1
null	ORTHOMCL1723	0	0	0	0	0	0	0	0	0	0	15
null	ORTHOMCL1724	1	1	2	0	1	1	1	1	1	1	4
null	ORTHOMCL1725	1	1	3	1	1	1	1	1	1	1	2
null	ORTHOMCL1726	2	1	1	1	2	1	1	1	1	1	2
null	ORTHOMCL1727	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL1728	1	1	1	1	3	1	2	1	1	1	1
null	ORTHOMCL1729	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL1730	2	1	2	1	1	1	1	1	1	1	2
null	ORTHOMCL1731	1	1	1	1	1	1	4	1	1	1	1
null	ORTHOMCL1732	1	1	1	1	1	1	1	2	2	2	1
null	ORTHOMCL1733	3	1	1	2	1	1	1	1	1	1	1
null	ORTHOMCL1734	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL1735	1	0	3	1	2	1	2	1	1	0	2
null	ORTHOMCL1736	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL1737	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL1738	3	1	1	1	2	1	1	1	1	1	1
null	ORTHOMCL1739	2	1	1	1	1	1	1	1	1	1	3
null	ORTHOMCL1740	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL1741	1	1	1	1	1	1	2	1	1	1	3
null	ORTHOMCL1742	1	1	2	2	1	2	1	1	1	1	1
null	ORTHOMCL1743	2	1	1	1	1	3	1	1	1	1	1
null	ORTHOMCL1744	1	1	1	2	1	1	1	1	2	2	1
null	ORTHOMCL1745	1	1	1	1	2	1	2	1	1	2	1
null	ORTHOMCL1746	2	1	1	1	2	1	1	1	1	1	2
null	ORTHOMCL1747	2	1	1	1	1	2	1	1	1	1	2
null	ORTHOMCL1748	2	1	2	1	1	1	1	1	1	1	2
null	ORTHOMCL1749	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL1750	2	1	1	0	2	1	2	1	1	1	2
null	ORTHOMCL1751	1	1	1	2	2	1	1	1	1	1	2
null	ORTHOMCL1752	1	1	1	1	1	1	4	1	1	1	1
null	ORTHOMCL1753	2	1	1	1	2	1	1	1	1	1	2
null	ORTHOMCL1754	2	1	2	1	2	1	1	1	1	1	1
null	ORTHOMCL1755	1	1	3	2	1	1	1	1	1	1	1
null	ORTHOMCL1756	1	1	2	2	1	1	2	1	1	1	1
null	ORTHOMCL1757	1	1	1	1	2	1	1	2	1	1	2
null	ORTHOMCL1758	2	1	1	2	2	1	1	1	1	1	1
null	ORTHOMCL1759	2	1	3	1	1	1	1	1	1	1	1
null	ORTHOMCL1760	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL1761	1	1	2	2	1	1	1	1	2	1	1
null	ORTHOMCL1762	1	1	1	3	1	1	1	1	1	1	2
null	ORTHOMCL1763	1	1	1	1	3	1	1	1	2	1	1
null	ORTHOMCL1764	1	1	1	1	3	1	1	1	1	1	2
null	ORTHOMCL1765	1	1	2	1	1	1	1	1	1	1	3
null	ORTHOMCL1766	1	1	1	1	1	2	0	1	1	1	4
null	ORTHOMCL1767	2	1	3	1	1	1	1	1	1	1	1
null	ORTHOMCL1768	3	1	1	1	1	1	1	1	1	1	2
null	ORTHOMCL1769	1	1	2	1	2	1	3	1	0	1	1
null	ORTHOMCL1770	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL1771	1	1	2	1	1	1	1	1	2	2	1
null	ORTHOMCL1772	3	1	1	1	2	1	1	1	1	1	1
null	ORTHOMCL1773	1	1	1	1	2	1	0	1	1	1	4
null	ORTHOMCL1774	2	1	1	1	1	1	3	1	1	1	1
null	ORTHOMCL1775	1	1	1	1	2	4	1	0	1	1	1
null	ORTHOMCL1776	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL1777	1	1	1	2	1	1	2	1	1	2	1
null	ORTHOMCL1778	1	1	1	1	2	1	1	1	2	1	2
null	ORTHOMCL1779	3	1	2	1	1	1	1	1	1	1	1
null	ORTHOMCL1780	2	1	1	1	2	1	1	1	1	2	1
null	ORTHOMCL1781	2	1	1	2	1	1	2	1	1	1	1
null	ORTHOMCL1782	2	1	0	2	2	1	1	1	1	1	2
null	ORTHOMCL1783	1	1	1	2	1	1	3	1	1	1	1
null	ORTHOMCL1784	1	1	1	1	1	1	1	1	3	2	1
null	ORTHOMCL1785	1	1	2	2	1	1	1	2	1	1	1
null	ORTHOMCL1786	3	1	1	1	1	1	1	1	1	1	2
null	ORTHOMCL1787	1	1	1	1	1	3	1	1	1	1	2
null	ORTHOMCL1788	2	1	1	1	1	2	2	1	1	1	1
null	ORTHOMCL1789	1	1	1	1	1	3	2	1	1	1	1
null	ORTHOMCL1790	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL1791	1	1	1	1	2	1	2	1	1	1	2
null	ORTHOMCL1792	2	1	1	1	1	1	1	1	1	2	2
null	ORTHOMCL1793	1	1	1	2	2	1	1	1	1	1	2
null	ORTHOMCL1794	2	1	1	1	2	1	1	2	1	1	1
null	ORTHOMCL1795	2	0	2	1	3	1	1	1	1	1	1
null	ORTHOMCL1796	1	1	1	1	3	1	1	2	1	1	1
null	ORTHOMCL1797	2	1	1	1	2	1	1	1	1	2	1
null	ORTHOMCL1798	2	1	1	1	1	1	1	1	1	1	3
null	ORTHOMCL1799	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL1800	3	1	1	1	3	1	1	1	1	1	0
null	ORTHOMCL1801	3	1	1	2	1	1	1	1	1	1	1
null	ORTHOMCL1802	2	1	1	1	3	1	1	1	1	1	1
null	ORTHOMCL1803	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL1804	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL1805	1	1	1	1	3	1	2	1	1	1	1
null	ORTHOMCL1806	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL1807	2	1	1	1	2	1	1	1	1	1	2
null	ORTHOMCL1808	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL1809	3	1	1	1	1	1	2	1	1	1	1
null	ORTHOMCL1810	1	1	1	1	2	0	2	4	1	1	0
null	ORTHOMCL1811	3	1	1	1	1	1	1	1	1	1	2
null	ORTHOMCL1812	2	1	1	1	3	1	1	1	1	1	1
null	ORTHOMCL1813	4	1	1	1	0	1	2	1	1	1	1
null	ORTHOMCL1814	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL1815	1	1	2	1	1	1	2	2	1	1	1
null	ORTHOMCL1816	1	1	1	4	1	1	1	1	1	1	1
null	ORTHOMCL1817	2	1	2	1	1	1	1	1	1	1	2
null	ORTHOMCL1818	1	1	1	1	2	1	1	1	1	2	2
null	ORTHOMCL1819	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL1820	1	0	0	4	4	1	0	0	1	1	2
null	ORTHOMCL1821	2	1	1	1	1	1	1	1	1	2	2
null	ORTHOMCL1822	1	1	1	1	3	1	1	1	1	2	1
null	ORTHOMCL1823	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL1824	4	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL1825	1	1	1	2	1	1	2	2	1	1	1
null	ORTHOMCL1826	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL1827	2	1	3	1	1	1	1	1	1	1	1
null	ORTHOMCL1828	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL1829	1	1	2	1	1	1	2	1	1	1	2
null	ORTHOMCL1830	1	1	1	1	2	1	1	2	1	1	2
null	ORTHOMCL1831	1	1	2	2	1	1	1	1	2	1	1
null	ORTHOMCL1832	1	1	1	2	3	1	1	1	1	1	1
null	ORTHOMCL1833	3	1	1	1	1	1	1	1	1	1	2
null	ORTHOMCL1834	2	1	1	2	2	1	1	1	1	1	1
null	ORTHOMCL1835	2	1	1	1	2	1	1	1	1	1	2
null	ORTHOMCL1836	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL1837	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL1838	1	1	1	3	2	1	1	1	1	1	1
null	ORTHOMCL1839	1	1	2	1	3	1	1	1	1	1	1
null	ORTHOMCL1840	1	1	1	1	1	0	3	3	1	1	1
null	ORTHOMCL1841	2	1	1	1	1	2	1	1	1	1	2
null	ORTHOMCL1842	1	1	1	1	1	1	2	1	2	2	1
null	ORTHOMCL1843	1	1	1	1	1	1	2	1	1	1	3
null	ORTHOMCL1844	1	1	1	1	3	2	1	1	1	1	1
null	ORTHOMCL1845	1	1	2	2	1	1	1	2	1	1	1
null	ORTHOMCL1846	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL1847	2	1	1	1	1	2	2	1	1	1	1
null	ORTHOMCL1848	2	1	1	1	2	1	2	1	1	1	1
null	ORTHOMCL1849	2	1	1	1	1	1	1	1	2	1	2
null	ORTHOMCL1850	1	1	2	1	1	2	1	1	1	1	2
null	ORTHOMCL1851	1	1	1	1	2	2	2	1	1	1	1
null	ORTHOMCL1852	1	2	2	1	1	0	1	2	1	1	2
null	ORTHOMCL1853	2	1	1	1	2	1	1	1	1	1	2
null	ORTHOMCL1854	2	1	3	1	1	1	1	1	1	1	1
null	ORTHOMCL1855	2	1	1	3	1	1	1	1	1	1	1
null	ORTHOMCL1856	1	1	3	1	1	1	1	1	1	1	2
null	ORTHOMCL1857	2	1	1	1	3	1	1	1	1	1	1
null	ORTHOMCL1858	1	1	1	1	1	1	1	1	2	1	3
null	ORTHOMCL1859	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL1860	1	1	3	2	1	1	1	1	1	1	1
null	ORTHOMCL1861	1	1	1	1	3	1	1	1	1	1	2
null	ORTHOMCL1862	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL1863	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL1864	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL1865	1	1	2	2	1	1	2	1	1	1	1
null	ORTHOMCL1866	1	1	1	1	1	2	1	1	1	1	3
null	ORTHOMCL1867	1	1	2	2	1	1	2	1	1	1	1
null	ORTHOMCL1868	3	1	1	2	1	1	1	1	1	1	1
null	ORTHOMCL1869	1	1	1	4	1	1	1	1	1	1	1
null	ORTHOMCL1870	1	1	2	1	3	1	1	1	1	1	1
null	ORTHOMCL1871	3	1	1	1	1	1	2	1	1	1	1
null	ORTHOMCL1872	1	1	2	1	1	1	2	1	1	1	2
null	ORTHOMCL1873	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL1874	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL1875	2	1	2	1	1	1	1	1	1	1	2
null	ORTHOMCL1876	2	1	1	1	2	1	2	1	1	1	1
null	ORTHOMCL1877	2	1	2	1	1	1	1	2	1	1	1
null	ORTHOMCL1878	2	1	1	1	3	1	1	1	1	1	1
null	ORTHOMCL1879	1	1	1	1	1	1	2	2	1	2	1
null	ORTHOMCL1880	1	1	1	4	1	1	1	1	1	1	1
null	ORTHOMCL1881	1	1	1	3	2	1	1	1	1	1	1
null	ORTHOMCL1882	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL1883	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL1884	1	1	2	1	1	1	3	1	1	1	1
null	ORTHOMCL1885	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL1886	6	1	1	1	0	1	1	1	1	1	0
null	ORTHOMCL1887	1	1	1	1	1	1	2	1	2	1	2
null	ORTHOMCL1888	2	1	1	1	1	1	1	1	2	2	1
null	ORTHOMCL1889	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL1890	1	1	1	1	1	1	1	1	4	1	1
null	ORTHOMCL1891	1	1	2	1	2	1	2	1	1	1	1
null	ORTHOMCL1892	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL1893	1	1	1	1	2	1	1	1	1	1	3
null	ORTHOMCL1894	1	1	1	2	2	2	1	1	1	1	1
null	ORTHOMCL1895	1	1	2	1	2	1	1	1	1	1	2
null	ORTHOMCL1896	1	1	3	2	1	1	1	1	1	1	1
null	ORTHOMCL1897	2	1	2	3	1	0	1	1	1	1	1
null	ORTHOMCL1898	1	1	1	1	3	0	2	1	1	1	2
null	ORTHOMCL1899	2	1	1	1	1	1	1	2	1	1	2
null	ORTHOMCL1900	2	1	3	2	1	1	1	1	1	1	0
null	ORTHOMCL1901	5	9	0	0	0	0	0	0	0	0	0
