GOterm	Canon_input	NonCan_input	Hym_Noncan	Solitary_Imm	Social_Imm	Complex_Imm	Solitary_Random	Social_Random	Complex_Random
GO:0015002	0	0	0	0	0	0	0	0	0
GO:0016675	0	0	0	0	0	0	0	0	0
GO:0016676	0	0	0	0	0	0	0	0	0
GO:0022900	0	0	0	0	0	0	0	0	0
GO:0045277	0	0	0	0	0	0	0	0	0
GO:0070069	0	1	0	0	0	0	0	0	0
GO:0003954	0	1	0	0	0	0	0	0	0
GO:0008137	0	0	0	0	0	0	0	0	0
GO:0008637	0	0	0	0	0	0	0	0	0
GO:0015980	0	0	0	0	0	0	0	0	0
GO:0016655	0	0	0	0	0	0	0	0	0
GO:0045333	0	1	0	0	0	0	0	0	0
GO:0050136	0	0	0	0	0	0	0	0	0
GO:0051536	0	0	0	0	0	0	0	0	0
GO:0051540	0	0	0	0	0	0	0	0	0
GO:0006119	0	0	0	0	0	0	0	0	0
GO:0006123	0	0	0	0	0	0	0	0	0
GO:0009060	0	0	0	0	0	0	0	0	0
GO:0019646	0	0	0	0	0	0	0	0	0
GO:0022904	0	0	0	0	0	0	0	0	0
GO:0042773	0	1	0	0	0	0	0	0	0
GO:0042775	0	1	0	0	0	0	0	0	0
GO:0000463	0	0	0	0	0	0	0	0	0
GO:0000470	0	0	0	0	0	0	0	0	0
GO:0042273	0	0	0	0	0	0	0	0	0
GO:0005758	0	0	0	0	0	0	0	0	0
GO:0006122	0	0	0	0	0	0	0	0	0
GO:0010950	0	0	0	0	0	0	0	0	0
GO:0031970	0	0	0	0	0	0	0	0	0
GO:0043280	0	0	0	0	0	0	0	0	0
GO:0043281	0	0	0	0	0	0	0	0	0
GO:0052548	1	0	0	0	0	0	0	0	0
GO:2000116	0	0	0	0	0	0	0	0	0
GO:2001056	0	0	0	0	0	0	0	0	0
GO:0008379	0	0	0	0	0	0	0	0	0
GO:0043066	0	0	0	0	0	0	0	0	0
GO:0043069	0	0	0	0	0	0	0	0	0
GO:0045454	0	0	0	0	0	0	0	0	0
GO:0051920	0	0	0	0	0	0	0	0	0
GO:0060548	0	0	0	0	0	0	0	0	0
GO:0000305	0	0	0	0	0	0	0	0	0
GO:0004362	0	0	0	0	0	0	0	0	0
GO:0004791	0	0	0	0	0	0	0	0	0
GO:0015036	0	0	0	0	0	0	0	0	0
GO:0015037	0	0	0	0	0	0	0	0	0
GO:0015038	0	0	0	0	0	0	0	0	0
GO:0016667	0	0	0	0	0	0	0	0	0
GO:0016668	0	0	0	0	0	0	0	0	0
GO:0000303	0	0	0	0	0	0	0	0	0
GO:0004784	0	0	0	0	0	0	0	0	0
GO:0006801	0	0	0	0	0	0	0	0	0
GO:0010821	0	0	0	0	0	0	0	0	0
GO:0016721	0	0	0	0	0	0	0	0	0
GO:0019430	0	0	0	0	0	0	0	0	0
GO:0034614	0	0	0	0	0	0	0	0	0
GO:0071450	0	0	0	0	0	0	0	0	0
GO:0071451	0	0	0	0	0	0	0	0	0
GO:0099174	0	0	0	0	0	0	0	0	0
GO:1903146	0	0	0	0	0	0	0	0	0
GO:2000331	0	0	0	0	0	0	0	0	0
GO:0016848	0	0	0	0	0	0	0	0	0
GO:0018833	0	0	0	0	0	0	0	0	0
GO:0003007	0	0	0	0	0	0	0	0	0
GO:0005759	0	1	1	1	0	0	0	0	0
GO:0038001	0	0	0	0	0	0	0	0	0
GO:0001703	0	0	0	0	0	0	0	0	0
GO:0001763	0	0	0	0	0	0	0	0	0
GO:0003713	0	0	0	0	1	0	0	0	0
GO:0005911	0	0	0	0	0	0	0	0	0
GO:0005912	0	0	0	0	0	0	1	0	0
GO:0005913	0	0	0	0	0	0	0	0	0
GO:0005915	0	0	0	0	0	0	0	0	0
GO:0007043	0	0	0	0	0	1	0	0	0
GO:0007369	0	0	0	0	0	0	0	0	0
GO:0007370	0	0	0	0	0	0	0	0	0
GO:0008363	0	0	0	0	0	0	0	0	0
GO:0009826	0	0	0	0	0	0	0	0	0
GO:0010004	0	0	0	0	0	0	0	0	0
GO:0016049	0	0	0	0	0	0	0	0	0
GO:0016055	0	0	0	0	0	0	0	0	0
GO:0016342	0	0	0	0	0	0	0	0	0
GO:0019899	0	0	0	0	0	0	0	0	1
GO:0019900	0	0	0	0	0	1	0	0	0
GO:0019902	0	0	0	0	0	0	0	0	0
GO:0019903	0	0	0	0	0	0	0	0	0
GO:0030054	0	0	0	0	0	0	0	0	0
GO:0030139	0	0	0	0	0	0	0	0	0
GO:0034329	0	0	0	0	0	0	0	0	0
GO:0034330	0	0	0	0	0	0	0	0	0
GO:0034332	0	0	0	0	0	0	0	0	0
GO:0034333	0	0	0	0	0	1	0	0	0
GO:0035017	0	0	0	0	0	0	0	0	0
GO:0035146	0	0	0	0	0	0	0	0	0
GO:0035147	0	0	0	0	0	0	0	0	0
GO:0035153	0	0	0	0	0	0	0	0	0
GO:0035293	0	0	0	0	0	0	0	0	0
GO:0042337	0	0	0	0	0	0	0	0	0
GO:0043296	0	0	0	0	0	0	0	0	0
GO:0043297	0	0	0	0	0	1	0	0	0
GO:0045186	0	0	0	0	0	0	0	0	0
GO:0045216	0	0	0	0	0	0	0	0	0
GO:0045294	0	0	0	0	0	0	0	0	0
GO:0045296	0	0	0	0	0	0	0	0	0
GO:0046666	0	0	0	0	0	0	0	0	0
GO:0046667	0	0	0	0	0	0	0	0	0
GO:0048526	0	0	0	0	0	0	0	0	0
GO:0048754	0	0	0	0	0	0	0	0	0
GO:0050839	0	0	0	0	0	1	0	0	0
GO:0060070	0	0	0	0	0	0	0	0	0
GO:0060446	0	0	0	0	0	0	0	0	0
GO:0060914	0	0	0	0	0	0	0	0	0
GO:0061138	0	0	0	0	0	0	0	0	0
GO:0070161	0	0	0	0	0	0	0	0	0
GO:0071896	0	0	0	0	0	0	0	0	0
GO:0072659	0	0	0	0	0	0	0	0	0
GO:0090254	0	0	0	0	0	0	0	0	0
GO:0198738	0	0	0	0	0	0	0	0	0
GO:1902414	0	0	0	0	0	0	0	0	1
GO:1990778	0	0	0	0	0	0	0	0	0
GO:1990907	0	0	0	0	0	0	0	0	0
GO:0008047	0	0	0	0	0	0	0	0	0
GO:0019207	1	0	0	0	0	0	0	0	0
GO:0019209	0	0	0	0	0	0	0	0	0
GO:0019887	1	0	0	0	0	0	0	0	0
GO:0030234	0	0	0	0	0	0	0	0	1
GO:0030295	0	0	0	0	0	0	0	0	0
GO:0032147	0	0	0	0	0	0	0	0	0
GO:0033674	0	0	0	0	0	0	0	0	0
GO:0045860	0	0	0	0	0	0	0	0	0
GO:0051347	0	0	0	0	0	0	0	0	0
GO:0000228	0	0	0	0	0	0	0	0	0
GO:0000281	0	0	0	0	0	0	0	0	0
GO:0000790	0	0	0	0	0	0	0	0	0
GO:0000910	0	0	0	0	0	0	0	0	0
GO:0005200	1	0	0	0	0	0	0	0	0
GO:0005884	0	0	0	0	0	0	0	0	0
GO:0006338	0	0	0	0	0	0	0	0	0
GO:0031011	0	0	0	0	0	0	0	0	1
GO:0032507	0	0	0	0	0	0	0	0	1
GO:0033202	0	0	0	0	0	0	0	0	0
GO:0035060	0	0	0	0	0	0	0	0	0
GO:0035148	0	0	0	0	0	0	0	0	0
GO:0044454	0	0	0	0	0	0	0	0	0
GO:0045185	0	0	0	0	0	0	0	0	0
GO:0061640	0	0	0	0	0	0	0	0	0
GO:0070603	0	0	0	0	0	0	0	0	0
GO:0097346	0	0	0	0	0	0	0	0	0
GO:0099513	1	0	0	0	0	0	0	0	0
GO:1904949	0	0	0	0	1	0	0	0	0
GO:0005750	0	0	0	0	0	0	0	0	0
GO:0008121	0	0	0	0	0	0	0	0	0
GO:0016681	0	0	0	0	0	0	0	0	0
GO:0045275	0	0	0	0	0	0	0	0	0
GO:0006637	0	0	0	0	0	0	0	0	0
GO:0010025	0	0	1	0	0	0	0	0	0
GO:0010166	0	0	0	0	0	0	0	0	0
GO:0016620	0	0	0	0	0	0	0	0	0
GO:0016903	0	0	0	0	0	0	0	0	0
GO:0033865	0	0	0	0	0	0	0	0	0
GO:0033875	0	0	0	0	0	0	0	0	0
GO:0034032	0	0	0	0	0	0	0	0	0
GO:0035336	0	0	1	0	0	0	0	0	0
GO:0035337	0	0	0	0	0	0	0	0	0
GO:0035383	0	0	0	0	0	0	0	0	0
GO:0080019	0	0	1	0	0	0	0	0	0
GO:1901568	0	0	0	0	0	0	0	0	0
GO:1901570	0	0	0	0	0	0	0	0	0
GO:0000339	0	0	0	0	0	0	0	0	1
GO:0000340	0	0	0	0	0	0	0	0	1
GO:0007140	0	0	0	0	0	0	0	0	0
GO:0008190	0	0	0	0	0	0	0	0	0
GO:0016281	0	0	0	0	0	0	0	0	1
GO:0031369	0	0	0	0	0	0	0	0	0
GO:0048136	0	0	0	0	0	0	0	0	0
GO:0048137	0	0	0	1	0	0	0	0	0
GO:0140013	0	0	0	0	0	0	0	0	0
GO:0005778	0	0	0	0	0	0	0	0	0
GO:0005779	0	0	0	0	0	0	0	0	0
GO:0006662	0	0	0	0	0	0	0	0	0
GO:0008611	0	0	0	1	0	0	0	0	0
GO:0018904	0	0	0	0	0	0	0	0	0
GO:0031231	0	0	0	0	0	0	0	0	0
GO:0031903	0	0	0	0	0	0	0	0	0
GO:0044438	0	0	0	0	0	0	0	0	0
GO:0044439	0	0	0	0	0	0	0	0	0
GO:0046485	0	0	0	0	0	0	0	0	0
GO:0046504	0	0	0	0	0	0	0	0	0
GO:0097384	0	0	0	0	0	0	0	0	0
GO:1901503	0	0	0	0	0	0	0	0	0
GO:0001587	0	0	0	0	0	0	0	0	0
GO:0007377	0	0	0	0	0	0	0	0	0
GO:0060259	0	0	0	0	0	0	0	1	0
GO:2000253	0	0	0	0	0	0	0	1	0
GO:0005924	0	0	0	0	0	0	0	0	0
GO:0005925	0	0	0	0	0	0	0	0	1
GO:0007016	0	0	0	0	0	0	0	0	0
GO:0007163	0	0	0	0	0	0	0	0	0
GO:0007414	0	0	0	0	0	0	1	0	1
GO:0030011	0	0	0	0	0	0	0	0	0
GO:0030055	0	0	0	0	0	0	0	0	1
GO:0006805	0	1	0	0	0	0	0	0	0
GO:0009404	0	0	0	0	0	0	0	0	0
GO:0009407	0	0	0	0	0	0	0	0	0
GO:0010038	0	0	0	0	0	0	0	0	0
GO:0017143	0	0	0	0	0	0	0	0	0
GO:0042178	0	0	0	0	0	0	0	0	0
GO:0046680	0	0	0	0	0	0	0	0	0
GO:0046683	0	0	0	0	0	0	0	0	0
GO:0046689	0	0	0	0	0	0	0	0	0
GO:0046701	0	0	0	0	0	0	0	0	0
GO:0071466	0	0	0	0	0	0	0	0	0
GO:0000793	0	0	0	0	0	0	0	0	0
GO:0003682	0	0	0	0	0	0	1	0	0
GO:0005085	0	0	0	0	0	0	1	0	0
GO:0005087	0	0	0	0	0	0	0	0	0
GO:0005088	0	0	0	0	0	0	1	0	0
GO:0006606	0	0	0	0	0	0	1	0	0
GO:0006607	0	0	0	0	0	0	0	0	0
GO:0006913	0	0	0	0	0	0	0	0	0
GO:0007346	0	0	0	0	0	0	0	0	0
GO:0008536	0	0	0	0	0	0	0	0	0
GO:0017016	0	0	0	0	0	0	1	0	0
GO:0017038	0	0	0	0	0	0	0	0	0
GO:0031267	0	0	0	0	0	0	1	0	0
GO:0032386	0	0	0	0	0	0	0	0	0
GO:0034504	0	0	0	0	0	0	1	0	0
GO:0046822	0	0	0	0	0	0	0	0	0
GO:0051020	0	0	0	0	0	0	0	0	1
GO:0051169	0	0	0	0	0	0	0	0	0
GO:0051170	0	0	0	0	0	0	1	1	0
GO:0007405	0	0	0	0	1	0	0	0	0
GO:0036445	0	0	0	0	1	0	0	0	0
GO:0045196	0	0	0	0	1	1	0	0	0
GO:0048103	0	0	0	0	0	0	0	0	0
GO:0055057	0	0	0	0	0	0	0	0	0
GO:0055059	0	0	0	0	0	0	0	0	0
GO:0061351	0	0	0	0	1	0	0	0	0
GO:0072089	0	0	0	0	0	0	0	0	0
GO:0006633	0	0	0	0	0	0	0	0	0
GO:0015645	0	0	0	0	0	0	0	0	0
GO:0016877	0	0	0	0	0	0	0	0	1
GO:0016878	0	0	0	0	0	0	0	0	1
GO:0000428	0	1	0	1	1	0	0	0	0
GO:0016073	0	0	0	0	0	0	0	0	0
GO:0016180	0	0	0	0	0	0	0	0	0
GO:0016591	0	0	0	0	0	0	0	0	0
GO:0030880	0	0	0	1	1	0	0	0	0
GO:0031123	0	0	0	0	0	0	1	0	0
GO:0032039	0	0	0	0	0	0	1	0	0
GO:0034472	0	0	0	0	0	0	0	0	0
GO:0043628	0	0	0	0	0	0	0	0	0
GO:0055029	0	1	0	1	1	0	0	0	0
GO:0007015	0	0	0	0	0	0	0	0	0
GO:0007300	0	0	0	0	0	0	0	0	0
GO:0007301	0	0	0	0	0	0	0	0	0
GO:0007303	0	0	0	0	0	0	0	0	0
GO:0008302	0	0	0	0	0	0	0	0	1
GO:0016333	0	0	0	0	0	0	0	0	0
GO:0016482	0	0	0	0	0	0	0	0	0
GO:0030708	0	0	0	0	0	0	0	0	0
GO:0030725	0	0	0	0	0	0	0	0	0
GO:0035182	0	0	0	0	0	0	0	0	0
GO:0035183	0	0	0	0	0	0	0	0	0
GO:0035203	0	0	0	0	0	0	0	1	0
GO:0035204	0	0	0	0	0	0	0	0	0
GO:0035324	0	0	0	0	0	0	0	0	0
GO:0043063	0	0	0	0	0	0	0	0	0
GO:0045171	0	0	0	0	0	0	0	0	0
GO:0045172	0	0	0	0	0	0	0	0	0
GO:0045610	0	0	0	0	0	0	0	1	0
GO:0045611	0	0	0	0	0	0	0	0	0
GO:0045613	0	0	0	0	0	0	0	1	0
GO:0045614	0	0	0	0	0	0	0	0	0
GO:0048138	0	0	0	0	0	0	0	0	0
GO:0048139	0	0	0	0	0	0	0	0	0
GO:0051493	0	0	0	0	0	0	0	0	0
GO:0051495	0	0	0	0	0	0	0	0	0
GO:1903706	0	0	0	0	0	0	0	1	0
GO:1903707	0	0	0	0	0	0	0	0	0
GO:0003810	0	0	0	0	0	0	0	1	0
GO:0007599	0	0	0	0	0	0	0	1	0
GO:0016746	0	0	0	0	0	0	0	0	0
GO:0016755	0	0	0	0	0	0	0	0	0
GO:0042060	0	0	0	0	0	0	0	0	0
GO:0042381	0	0	0	0	0	0	0	1	0
GO:0050817	0	0	0	0	0	0	0	1	0
GO:0007030	0	0	0	0	0	0	0	0	1
GO:0010256	0	0	0	0	0	0	0	0	0
GO:0043021	0	0	0	0	0	0	0	0	0
GO:0044877	0	0	0	0	0	0	0	0	1
GO:0051341	0	0	0	0	0	0	0	0	0
GO:0051353	0	0	0	0	0	0	0	0	0
GO:0070990	0	0	0	0	0	0	0	0	0
GO:1903218	0	0	0	0	0	0	0	0	0
GO:1903220	0	0	0	0	0	0	0	0	0
GO:0004576	0	0	0	0	0	0	0	1	0
GO:0004579	0	0	0	0	0	0	0	1	0
GO:0005789	0	0	0	0	0	1	0	0	0
GO:0008250	0	1	0	0	0	0	0	1	0
GO:0016757	0	1	0	0	0	0	0	0	0
GO:0016758	0	1	0	0	0	0	0	0	0
GO:0018196	0	0	0	0	0	0	0	1	0
GO:0018279	0	0	0	0	0	0	0	1	0
GO:0031984	0	0	0	0	0	0	0	0	0
GO:0042175	0	0	0	0	0	0	0	0	0
GO:0043687	0	0	0	0	0	0	0	0	0
GO:0044432	0	0	0	0	0	0	0	0	0
GO:0098827	0	0	0	0	0	1	0	0	0
GO:0000019	0	0	0	0	0	0	0	0	0
GO:0000738	0	0	0	0	0	0	0	0	0
GO:0004527	0	0	0	0	0	0	0	0	0
GO:0004529	0	0	0	1	0	0	0	0	0
GO:0006260	0	0	0	0	0	0	0	0	0
GO:0006261	0	0	0	0	0	0	0	0	0
GO:0008296	0	0	0	1	0	0	0	0	0
GO:0008297	0	0	0	1	0	0	0	0	0
GO:0008309	0	0	0	0	0	0	0	0	0
GO:0008310	0	0	0	1	0	0	0	0	0
GO:0008311	0	0	0	0	0	0	0	0	0
GO:0008408	0	0	0	0	0	0	0	0	0
GO:0016796	0	0	0	0	0	0	0	0	0
GO:0016895	0	0	0	1	0	0	0	0	0
GO:0045005	0	0	0	0	0	0	0	0	0
GO:0045950	0	0	0	0	0	0	0	0	0
GO:0048478	0	0	0	0	0	0	0	0	0
GO:0090329	0	0	0	0	0	0	0	0	0
GO:2000104	0	0	0	0	0	0	0	0	0
GO:0009249	0	0	0	0	0	0	0	0	0
GO:0016747	0	1	0	0	0	0	0	0	0
GO:0018065	0	0	0	0	0	0	0	0	0
GO:0018205	0	1	0	1	0	0	0	0	0
GO:0033819	0	0	0	0	0	0	0	0	0
GO:0004842	0	0	0	0	0	1	1	1	0
GO:0006511	0	0	0	0	0	0	0	0	0
GO:0010498	0	0	0	0	0	0	0	0	0
GO:0016567	0	0	0	0	0	0	1	0	0
GO:0019787	0	0	0	0	0	0	0	0	0
GO:0019941	0	0	0	0	0	0	0	0	0
GO:0030176	0	1	0	0	0	0	0	0	0
GO:0030433	0	0	0	0	0	0	0	0	0
GO:0031227	0	1	0	0	0	0	0	0	0
GO:0032446	0	0	0	0	0	0	1	0	0
GO:0036503	0	0	0	0	0	0	0	0	0
GO:0043161	0	0	0	0	0	0	1	0	0
GO:0043632	0	0	0	0	0	0	0	0	0
GO:0000815	0	0	0	0	0	0	0	0	0
GO:0005770	0	0	0	0	0	0	0	0	0
GO:0016197	0	0	0	0	0	0	0	0	0
GO:0032509	0	0	0	0	0	0	0	0	0
GO:0042058	0	0	0	0	1	0	0	0	0
GO:0042059	0	0	0	0	0	0	0	0	0
GO:0071985	0	0	0	0	0	0	0	0	0
GO:1901184	0	0	0	0	1	0	0	0	0
GO:1901185	0	0	0	0	0	0	0	0	0
GO:0000123	0	0	0	0	0	0	0	0	0
GO:0000124	0	0	0	0	0	0	0	0	0
GO:0004402	0	1	0	0	0	0	0	0	0
GO:0005671	0	0	0	0	0	0	0	0	0
GO:0005703	0	0	0	0	0	0	0	0	0
GO:0006473	0	0	0	0	1	0	0	0	0
GO:0006475	0	0	0	0	1	0	0	0	0
GO:0008080	0	1	0	0	0	0	0	0	0
GO:0010484	0	0	0	0	0	0	0	0	0
GO:0010485	0	1	0	0	0	0	0	0	0
GO:0016407	0	0	0	0	1	0	0	0	0
GO:0016410	0	1	0	0	0	0	0	0	0
GO:0016569	0	0	0	1	0	0	0	0	0
GO:0016570	0	0	0	1	0	0	0	0	0
GO:0016573	0	0	0	0	1	0	0	0	0
GO:0018393	0	0	0	0	1	0	0	0	0
GO:0018394	0	0	0	0	1	0	0	0	0
GO:0031248	0	0	0	0	0	0	0	0	0
GO:0034212	0	0	0	0	0	0	0	0	0
GO:0043543	0	0	0	0	1	0	0	0	0
GO:0043966	0	0	0	0	0	0	0	0	0
GO:0043967	0	0	0	0	0	0	0	0	0
GO:0061733	0	1	0	0	0	0	0	0	0
GO:0070461	0	0	0	0	0	0	0	0	0
GO:1902493	0	0	0	0	0	0	0	0	0
GO:1902562	0	0	0	0	0	0	0	0	0
GO:1905368	0	0	0	0	0	0	0	0	0
GO:0000028	0	0	0	0	0	0	0	0	0
GO:0019843	0	0	0	0	0	0	0	0	0
GO:0042255	0	0	0	0	0	0	1	0	0
GO:0048027	0	0	0	0	0	0	0	0	0
GO:0070181	0	0	0	0	0	0	0	0	0
GO:0030296	0	0	0	0	0	0	0	0	0
GO:0031072	0	0	0	0	0	0	1	0	0
GO:0050730	0	0	0	0	0	0	0	0	0
GO:0050731	0	0	0	0	0	0	0	0	0
GO:0050821	0	0	0	0	0	0	0	0	0
GO:0051087	0	0	0	0	0	0	0	0	0
GO:0061097	0	0	0	0	0	0	0	0	0
GO:0061098	0	0	0	0	0	0	0	0	0
GO:0034728	0	0	0	0	0	0	0	0	0
GO:0035267	0	0	0	0	0	0	0	0	0
GO:0043044	0	0	0	0	0	0	1	1	0
GO:0043189	0	0	0	0	0	0	0	0	0
GO:0043486	0	0	0	0	0	0	0	1	0
GO:0071824	0	0	0	0	0	0	0	0	0
GO:0071025	0	0	0	0	0	0	0	0	1
GO:0071027	0	0	0	0	0	0	0	0	1
GO:0000209	0	0	0	0	0	0	1	0	0
GO:0031625	1	0	0	0	0	0	1	0	0
GO:0044389	0	0	0	0	0	0	1	0	0
GO:0061630	0	0	0	0	0	1	1	0	0
GO:0061659	0	0	0	0	0	1	1	0	0
GO:0005852	0	0	0	0	0	0	0	0	0
GO:0045747	0	0	0	0	0	0	0	0	0
GO:0007185	0	0	0	0	0	0	0	0	0
GO:0035591	0	0	0	0	0	1	0	0	0
GO:0060090	0	0	0	0	0	1	0	0	0
GO:0000323	1	0	0	0	0	0	0	0	0
GO:0005484	1	0	0	0	0	0	0	0	0
GO:0005764	0	0	0	0	0	0	0	0	0
GO:0005767	0	0	0	0	0	0	0	0	0
GO:0005776	1	0	0	0	0	1	0	0	0
GO:0006906	0	0	0	0	0	0	0	0	0
GO:0007034	0	0	0	0	0	0	0	0	0
GO:0007041	0	0	0	0	0	0	0	0	0
GO:0008333	0	0	0	0	0	0	0	0	0
GO:0016050	0	0	0	0	0	0	0	0	0
GO:0016236	1	0	0	0	0	0	0	0	0
GO:0031201	1	0	0	0	0	0	0	0	0
GO:0031902	0	0	0	0	0	0	0	0	0
GO:0044754	0	0	0	0	0	1	0	0	0
GO:0048284	0	0	0	0	0	0	0	0	0
GO:0061025	0	0	0	0	0	0	0	0	0
GO:0090174	0	0	0	0	0	0	0	0	0
GO:0097352	0	0	0	0	0	1	0	0	0
GO:0002082	0	0	0	0	0	0	0	0	0
GO:0009267	0	0	0	0	0	0	0	0	0
GO:0031669	0	0	0	0	0	0	0	0	0
GO:0045451	0	0	0	0	0	0	0	0	0
GO:1903862	0	0	0	0	0	0	0	0	0
GO:0000413	0	1	0	0	0	1	0	0	0
GO:0003755	0	1	0	0	0	1	0	0	0
GO:0016859	0	0	0	0	0	1	0	0	0
GO:0018208	0	0	0	0	0	1	0	0	0
GO:0000139	0	0	0	0	0	0	1	0	0
GO:0005338	0	0	0	0	0	0	0	0	0
GO:0005459	0	0	0	0	0	0	0	0	0
GO:0005794	0	1	0	0	0	0	0	0	0
GO:0015165	0	0	0	0	0	0	0	0	0
GO:0015780	0	0	0	0	0	0	0	0	0
GO:0030173	0	0	0	0	0	0	0	0	0
GO:0031228	0	0	0	0	0	0	0	0	0
GO:0044431	0	0	0	0	0	0	0	0	0
GO:0070983	0	0	0	0	0	0	0	0	0
GO:0072334	0	0	0	0	0	0	0	0	0
GO:0090481	0	0	0	0	0	0	0	0	0
GO:0098791	0	0	0	0	0	0	0	0	0
GO:0000030	0	0	0	0	0	1	0	0	0
GO:0000226	0	0	0	0	0	1	0	0	0
GO:0001744	0	0	0	0	0	0	0	0	0
GO:0006643	0	0	0	0	0	0	0	0	0
GO:0006664	0	0	0	0	0	0	0	0	0
GO:0006665	0	0	0	0	0	0	0	0	0
GO:0006687	0	0	1	0	0	0	0	0	0
GO:0006688	0	1	1	0	0	0	0	0	0
GO:0007017	0	0	0	0	0	0	0	0	0
GO:0007299	0	0	0	0	0	0	1	0	0
GO:0007621	0	0	0	0	0	0	0	0	0
GO:0009247	0	0	0	0	0	0	0	0	0
GO:0016325	0	0	0	0	0	0	0	0	0
GO:0016334	0	0	0	0	1	0	0	0	0
GO:0019187	0	0	0	0	0	0	0	0	0
GO:0030148	0	0	1	0	0	0	0	0	0
GO:0030720	0	0	0	0	0	0	0	0	0
GO:0030951	0	0	0	0	0	0	0	0	0
GO:0030952	0	0	0	0	0	0	0	0	0
GO:0042248	0	0	0	0	0	0	0	0	0
GO:0045434	0	0	0	0	0	0	0	0	0
GO:0046467	0	0	0	0	0	0	0	0	0
GO:0048934	0	0	0	0	0	0	0	0	0
GO:0048935	0	0	0	0	0	0	0	0	0
GO:0060788	0	0	0	0	0	0	0	0	0
GO:0071696	0	0	0	0	0	0	0	0	0
GO:0071697	0	0	0	0	0	0	0	0	0
GO:0090136	0	0	0	0	0	0	1	0	0
GO:0097502	0	0	0	1	0	1	0	0	0
GO:1903509	0	0	0	0	0	0	0	0	0
GO:0042826	0	0	0	0	0	0	0	0	0
GO:0016298	0	0	0	0	0	0	0	0	0
GO:0002097	0	1	0	0	0	0	0	0	0
GO:0002098	0	0	0	0	0	0	0	0	0
GO:0002791	0	0	0	0	0	0	0	0	0
GO:0002792	0	0	0	0	0	0	0	0	1
GO:0006399	0	0	0	0	0	0	0	0	0
GO:0006400	0	1	0	0	0	0	0	0	0
GO:0007114	0	0	0	0	0	0	0	0	0
GO:0007117	0	0	0	0	0	0	0	0	0
GO:0008033	0	0	0	0	0	0	0	0	0
GO:0016234	0	0	0	0	0	0	0	0	0
GO:0016235	0	0	0	0	0	0	0	0	0
GO:0019954	0	0	0	0	0	0	0	0	0
GO:0032505	0	0	0	0	0	0	0	0	0
GO:0050708	0	0	0	0	0	0	0	0	0
GO:0050709	0	0	0	0	0	0	0	0	0
GO:0051048	0	0	0	0	0	0	0	0	1
GO:0051051	0	0	0	0	0	0	0	0	0
GO:0051223	0	0	0	0	0	0	0	0	0
GO:0051224	0	0	0	0	0	0	0	0	0
GO:0070201	0	0	0	0	0	0	0	0	0
GO:0090087	0	0	0	0	0	0	0	0	0
GO:1903531	0	0	0	0	0	0	0	0	1
GO:1904950	0	0	0	0	0	0	0	0	0
GO:0000276	0	0	0	0	0	0	1	0	0
GO:0005753	0	0	0	0	0	0	0	0	0
GO:0015985	0	0	0	0	0	0	0	0	0
GO:0015986	0	0	0	0	0	0	0	0	0
GO:0045259	0	0	0	0	0	0	0	0	0
GO:0045263	0	0	0	0	0	0	1	0	0
GO:0046933	0	0	0	0	0	0	0	0	0
GO:0048588	0	0	0	0	0	0	0	0	0
GO:0048675	0	0	0	0	0	0	0	0	0
GO:1990138	0	0	0	0	0	0	0	0	0
GO:0005009	0	0	0	0	0	0	0	0	0
GO:0005899	0	0	0	0	0	0	0	0	0
GO:0007285	0	0	0	0	0	0	0	0	0
GO:0007446	0	0	0	0	0	0	0	0	0
GO:0008284	0	0	0	0	0	0	0	0	0
GO:0008286	0	0	0	0	0	0	0	0	0
GO:0010884	0	0	0	0	0	0	0	0	0
GO:0014068	0	0	0	0	0	0	0	0	0
GO:0022611	0	0	0	0	0	0	0	0	1
GO:0030307	0	0	0	0	0	0	0	0	0
GO:0032868	0	0	0	0	0	0	0	0	0
GO:0032869	0	0	0	0	0	0	0	0	0
GO:0034059	0	0	0	0	0	0	0	0	0
GO:0035264	0	0	0	0	0	0	0	0	0
GO:0035265	0	0	0	1	0	0	0	0	0
GO:0040018	0	0	0	0	0	0	0	0	0
GO:0043434	0	0	0	0	0	0	0	0	0
GO:0043548	0	0	0	0	0	0	0	0	0
GO:0043559	0	0	0	0	0	0	0	0	0
GO:0043560	0	0	0	0	0	0	0	0	0
GO:0045793	0	0	0	0	0	0	0	0	0
GO:0045927	0	0	0	0	0	0	0	0	0
GO:0046622	0	0	0	0	0	0	1	0	0
GO:0046883	0	0	0	0	0	0	0	0	0
GO:0046888	0	0	0	0	0	0	0	0	1
GO:0048639	0	0	0	0	0	0	0	0	0
GO:0051262	0	0	0	0	0	0	0	0	0
GO:0051290	0	0	0	0	0	0	0	0	0
GO:0055115	0	0	0	0	0	0	0	0	0
GO:0055116	0	0	0	0	0	0	0	0	0
GO:0060250	0	0	0	0	0	0	0	1	0
GO:0070344	0	0	0	0	0	0	0	0	0
GO:0070346	0	0	0	0	0	0	0	0	0
GO:0071375	0	0	0	0	0	0	0	0	0
GO:0090276	0	0	0	0	0	0	0	0	1
GO:0090278	0	0	0	0	0	0	0	0	1
GO:1901653	0	0	0	0	0	0	0	0	0
GO:1904263	0	0	0	0	0	0	0	0	0
GO:1905954	0	0	0	0	0	0	0	0	0
GO:2000252	0	0	0	0	0	0	0	0	0
